sampleid score
S-742764 0.8187197885176755
S-114149 0.018572480840189975
S-389467 0.4020168169171162
S-478466 -1.1792381753489467
S-880384 -0.756336397607047
S-106897 -1.1622848373057069
S-390051 -1.634400561656491
S-838957 1.2290216609378306
S-806733 1.3500174123308697
S-816661 -2.1636631539598095
S-728496 0.19193867016042943
S-460565 0.5894505707375408
S-403460 0.3010070717675162
S-823098 -1.3492824465345343
S-412997 0.22498286601195927
S-949354 0.8625192617398489
S-336359 0.9847291103330466
S-224175 -1.0526786799413745
S-854774 0.8374255208859182
S-584515 -0.011824163890526346
S-923932 -0.2285567180187531
S-961278 0.2817803429439954
S-726551 1.7483315526055776
S-910828 -0.7375235047853026
S-316794 0.26827274877959184
S-105502 -0.52150434125653
S-991021 -0.8224571720273418
S-614188 -0.5187240096355878
S-350974 -0.18546724093801897
S-293205 1.291826949120272
S-171321 1.5097099358432684
S-252835 0.05063713975342396
S-422741 -0.8185753611667936
S-218414 -2.121725689934377
S-561361 0.43320540873268176
S-468615 0.4940814161279166
S-873224 0.7380204744210344
S-296247 0.5648750480261352
S-789063 -0.9118387579168844
S-992030 -0.2798534554454603
S-835042 0.24880123400878806
S-356507 1.358368115195363
S-770003 0.1322250027846784
S-950127 1.9699528186595416
S-809780 0.4649268988173405
S-366037 0.6359235975691407
S-733448 -0.20455771688230123
S-848439 0.09842274512557875
S-415626 0.9482076306358109
S-690616 1.4858569186173065
S-906200 -0.4805432356712822
S-516699 0.2269319115318493
S-622585 0.9470517315835144
S-963383 0.15800812103450224
S-965651 0.08471469364720619
S-715708 1.1102764105521135
S-545838 -0.6013081337655783
S-563872 0.9002302274589523
S-103269 0.7650433270835748
S-947480 0.9472505663501234
S-817360 -0.4226682316258014
S-467484 -0.6009103243990908
S-660992 -1.412218001540138
S-451029 0.5266084259653907
S-784861 0.5690971715065971
S-554628 -0.9149979371803426
S-971202 -0.00558207601526578
S-105799 -0.7608743600285375
S-204768 1.0653262031850694
S-982507 -1.389721276127399
S-238702 0.380800347901204
S-862785 -1.5454655651192724
S-530461 0.8074151332423704
S-112250 -2.0077351299939243
S-572114 -0.5088355593159413
S-499836 0.040401238288073626
S-952319 -0.15761995541962204
S-623348 -0.6937829920481535
S-253589 -1.0767296606013694
S-659750 -0.6419246505975289
S-545226 1.265999211463996
S-480578 -0.08805435842800098
S-291861 1.6150947866970158
S-499690 0.32653836497426747
S-833172 -0.7545120026639774
S-820952 1.7817946696248035
S-339560 0.018905437511234136
S-209084 -0.1247182269352444
S-673054 0.5933864113204483
S-547981 -0.9071695215426836
S-616822 -0.35584046601324637
S-553284 -0.3961535339732088
S-992277 1.4189822044662646
S-339052 -0.11773722533544315
S-531052 -0.7298160334768019
S-334174 -0.7381026867717376
S-906125 -1.0227522355091487
S-680324 1.1004953957772647
S-760085 1.1910577499163861
S-657759 0.07198529276799953
S-713562 -0.9296305546987079
S-365848 1.2316530934982295
S-512220 0.10023705948348584
S-145126 -0.6267307445779942
S-626243 1.4599857881095932
S-504143 -0.3453304256966251
S-699382 1.588200822012619
S-854992 -0.8892633192086493
S-772696 -1.1190924271678442
S-222201 -0.7594014525427898
S-484790 0.22765543741774763
S-184259 -0.8448136040686328
S-399476 0.2021302605059629
S-718618 0.6666734518452931
S-979515 1.6820253852101685
S-899252 0.6530482770092099
S-471823 1.2378832344573727
S-845595 -0.7650816675260228
S-349381 0.33990528036834844
S-784290 -0.5515434434795354
S-124480 -1.8019946338229627
S-807106 -1.5416641463548029
S-126133 3.2448802705487076
S-457681 -0.368312653893547
S-152640 -1.2110534827068073
S-358511 0.7470509353908233
S-930697 -1.4632418385106973
S-403006 0.08803692905406679
S-793688 -0.1307506597936034
S-505574 -0.05023936266788387
S-227286 -1.2959523278704512
S-605726 -2.1234612390105223
S-832464 0.3916216561009206
S-535477 0.8201577193566522
S-888935 -0.40993134827210087
S-818098 0.08705038723665998
S-782517 1.5220536453591422
S-160167 -0.6591756624319882
S-200370 1.7645484634764919
S-749128 1.2216569354055156
S-381871 0.7181225546568439
S-236707 1.1325364933719257
S-989824 0.23795225540152737
S-706310 0.4327913108992751
S-423120 -0.6587413306572067
S-168108 1.3939312014559346
S-363160 -0.010236769568459703
S-911184 1.1680564458528102
S-842361 -0.7571227825798772
S-403626 0.15454219060952445
S-943410 -1.8734685337357424
S-260656 -0.2734092345628154
S-953695 -1.4092690459969095
S-706606 0.24970102005663086
S-250474 0.43384872565202603
S-655177 -0.32348417622413805
S-105241 0.7813143716135884
S-508331 -0.022560697306070743
S-247995 0.14617606594681143
S-463826 -1.1900726625948779
S-961831 -0.6269097750705106
S-295989 -2.1852356167867653
S-991730 -1.8946051081110977
S-395529 0.6025275777830115
S-788601 0.06000422191811036
S-793938 1.4433012731431256
S-465924 -0.6732049307034257
S-805661 0.6925666709201503
S-724805 0.9800955836904858
S-435818 0.666831262032955
S-162361 -0.16144675434993316
S-667272 -1.351919772920199
S-195695 -1.0481089146441591
S-151991 -1.1222403449318565
S-628730 -0.5153285852840062
S-311607 0.18753988118862408
S-187174 -0.4876839601887558
S-277523 -0.16231814435096922
S-276259 0.2988935777249494
S-466004 -0.5004016444069497
S-751074 0.48369863780136524
S-864385 1.4226144779131222
S-640824 -0.7190906906649412
S-688881 -1.5480938722236484
S-242618 0.7224393460257904
S-665974 -0.9855305215272846
S-761883 -0.9719913691691057
S-427765 1.178995968985667
S-514186 1.1370965020889747
S-112805 -1.0212975858484232
S-453217 -1.2149215394206174
S-230291 0.26092013264379493
S-222391 -1.2942215275693538
S-669118 0.023746324174644673
S-513792 2.2976658294694507
S-469704 -0.8165321130243381
S-352706 0.8827723500788555
S-520827 -1.9347948370291665
S-426295 1.3750249774950296
S-452221 -0.3011436616255609
S-342116 -2.3050421224082385
S-517700 0.17416040680835282
S-544497 0.7366529462463793
S-161015 0.03755395890475838
S-721072 0.6993491140888457
S-379253 -0.6872904226177479
S-146376 0.1572952809567515
S-592380 -0.577531030660186
S-234335 -0.24920775597434874
S-675961 0.38805083194348877
S-813103 -0.01191404667073459
S-359744 -2.1398597100870265
S-151825 0.26375008613972906
S-568074 -0.11923599848363159
S-218207 -0.5003539263753483
S-233592 0.7456613683978325
S-110687 0.4570767741940809
S-567430 -0.3147215504764185
S-769498 0.11099577724108495
S-110297 0.5918109917723942
S-908263 1.6895971226599342
S-913020 0.30613208061544334
S-296285 -1.22358221524627
S-494456 1.0307134083554554
S-995137 -1.79242195253206
S-959560 0.7291182670450662
S-118913 1.1689831074525507
S-561278 0.8635736823245559
S-945176 -0.4729776328863614
S-585308 -0.8848618664050346
S-757363 -0.6316249506522258
S-909844 0.08522666727218534
S-789200 -0.5637453453260308
S-915698 -0.22006992078547627
S-187570 -0.9281153284658022
S-164972 0.02008221644509678
S-685531 -0.3959503475591558
S-449278 0.32090891183019493
S-368754 -1.3023431312739095
S-212841 -0.18573139368627942
S-571867 -1.2740473794688592
S-619131 -1.1041303494159913
S-811366 -1.4350755462226399
S-392092 -3.498213946550811
S-968579 -0.7463367654453877
S-142389 -2.000628888959851
S-822546 -1.3856476904578714
S-170738 -0.5591476407812215
S-769940 -0.5460992645262769
S-166351 -1.1856342538668838
S-436087 1.337450187009023
S-225845 -0.8050937090765491
S-494026 -2.3780487285824767
S-285396 -0.389473413448534
S-589962 1.6527257985271884
S-982534 0.7851686555142877
S-559297 -0.17373441196706485
S-246359 -0.8838427277132406
S-554157 -0.3483565121672723
S-437613 -1.275064653568795
S-517765 0.1647098196752383
S-447882 0.6410349746627124
S-422378 0.4543607712529852
S-840900 1.4971720141003986
S-598891 -0.18650721491532724
S-466773 0.11696642296344327
S-732068 0.2556882395526193
S-466542 1.3531946770644743
S-250751 -1.4337679866314605
S-592039 0.656783229604233
S-704669 0.1749994152394444
S-163596 0.3923796944406293
S-607374 -0.4913037884753424
S-504377 1.3393875358335412
S-416867 -0.24689449467971825
S-609466 -0.6724125202848552
S-765939 0.2680795065451862
S-788544 -0.23001861742803428
S-727140 -0.007422419617729492
S-939619 -0.33450980659897234
S-986197 1.2926762558901053
S-369949 -0.6442420058497165
S-627654 -0.5864001568758721
S-533817 0.8615684750478455
S-318523 -1.4115936077641216
S-215548 -0.10651825281585386
S-914160 0.6711554374396107
S-421345 -1.7971725168162043
S-785119 -0.27660942570592106
S-731293 0.7659849246967728
S-268947 2.816406000425099
S-992718 0.5313445996518491
S-733414 -1.292643655065471
S-672567 -2.6756496522676607
S-239739 0.7046894146417247
S-183256 -0.13413248834117436
S-892117 0.043135085416036334
S-223670 -0.764865528830513
S-997799 -1.3984049080415066
S-470226 -0.2014122721695396
S-940626 1.9934507072702612
S-173158 0.9630854112873921
S-355729 0.68776217788188
S-926245 0.21306852671490284
S-856189 0.380752673161049
S-208272 -0.7723408113983375
S-510807 0.2289550613938506
S-805351 0.5241203022157515
S-869424 0.09316702225912885
S-916695 -0.3446486125431901
S-559236 0.7379601438086943
S-978046 -0.5040514175213922
S-140653 -0.4817622143644382
S-579399 0.031896504623364186
S-846289 0.05545726616191238
S-797227 0.2248203179954277
S-844612 -1.1071561772179126
S-806481 -1.1249256795031357
S-744794 -0.20877789720271445
S-189574 0.8824430029050627
S-117837 -0.4561565971551401
S-420135 -0.21667807584778961
S-211123 -0.004511400172512281
S-238671 0.5568430929306587
S-699961 0.333863846317343
S-177201 -1.440735076580229
S-341458 1.1516710588927865
S-886036 1.1620565357680812
S-465610 0.5955784246182059
S-221542 0.25721400234840364
S-954608 1.7415857120109015
S-733854 -1.1511224754437863
S-543543 1.5478441738619044
S-597636 2.691728231612602
S-676831 1.098156336865176
S-977944 -0.8255965597356829
S-642019 0.3861400927703046
S-669274 0.9362464728582914
S-296404 -0.1870484098374916
S-298800 -0.2675813150440187
S-771730 -0.720251743706774
S-733368 -0.12135469179828823
S-670772 -0.07357350272160823
S-257508 -0.17311804707718847
S-463839 -0.6591711086810501
S-349508 0.7098871202289984
S-233202 -1.1468776619440795
S-318473 -0.5000974911048831
S-227091 0.3736921792251604
S-250586 0.21677220067662828
S-576053 -1.4065497102400701
S-276316 -0.7693851407459031
S-274600 1.5116838821328296
S-129635 -1.1973325019340253
S-435184 -0.3580139320382742
S-772171 -0.3344092373161928
S-679316 0.12404977637445536
S-842479 0.7653776327413684
S-331925 1.2030248897621885
S-377915 0.7761463517742739
S-222338 -1.2524832992427868
S-568671 -0.3173477144562751
S-368665 0.5625542929613497
S-274493 -1.717388992815007
S-926696 0.3649421229260339
S-439874 0.9387664066017712
S-939643 -0.5035672204433094
S-173668 0.352366073142645
S-268242 -0.22781265329922634
S-483052 0.022957558432015857
S-665953 0.017203761335041007
S-285033 0.10345082866029859
S-665796 1.8650469667236704
S-410131 -0.14557539974191963
S-577474 0.8217025187855901
S-960871 1.1978824477720629
S-575122 -0.42831569577634343
S-829413 -1.513593647197486
S-913206 -0.9959425744254224
S-823418 -0.10608945346768439
S-442106 -0.22047586996741647
S-143145 1.2941368081190374
S-574494 1.9546818021163281
S-443164 0.30937437227417963
S-451223 -0.23020151158612537
S-987491 -0.411241461835984
S-297452 0.23172619597483257
S-648641 0.0677031713230789
S-800120 -0.7820135265249875
S-608207 -0.7807273918470137
S-596394 1.4094745371275694
S-888630 -0.7768700250575917
S-640294 -1.1731934674226645
S-103313 -0.9430827512112139
S-231456 0.047098345184193424
S-628764 0.7325917941060132
S-171069 -2.1277711922830687
S-526070 -0.10256985435386534
S-589641 -2.126706275918604
S-562701 -0.7390670296291433
S-331954 -1.22905597873166
S-408477 0.7928084851459614
S-942523 -0.32057741160537223
S-134327 -2.1531875577604294
S-910005 -0.7729260441730593
S-311176 -0.396295425433528
S-303461 0.6912557024440315
S-674113 -0.9250043595800596
S-473190 1.059163691714894
S-882983 0.1429497117996033
S-519453 -1.231004382751923
S-536317 -1.0031849483925979
S-690906 -0.34931432325277134
S-439015 0.021877489274156392
S-792122 0.6432144331051195
S-446165 -1.0567009994568344
S-802336 -0.8384507439852046
S-420642 2.5985274443673823
S-195900 -2.283645585632202
S-502458 -1.0136366304462312
S-469915 -0.5892475511015032
S-415123 0.335346490033009
S-984699 0.10123528297607945
S-263408 -1.1571064357820657
S-501049 -1.2598982369403462
S-310273 2.351821838774977
S-942997 0.6087893617573965
S-307067 -0.38594368011036095
S-343475 0.036909182912865574
S-786043 -1.146828582092553
S-883469 1.582026753394937
S-817066 0.8323460411005619
S-376598 -0.8418088387785049
S-456496 -0.05369602444056548
S-986071 0.00743916864882934
S-651795 0.2938585603608613
S-376666 0.5309696114882689
S-895483 0.025246899965182854
S-133412 -0.49029645577653924
S-852117 0.9104805578108258
S-974868 1.3177175350255539
S-772424 -0.7437906160075568
S-696616 -0.34202498670046827
S-933607 0.45418101334701977
S-537376 -1.825692870121372
S-970454 -1.3927271199682094
S-102856 -1.7632244122013883
S-535666 0.21452261454711008
S-797801 0.07296958533910444
S-788165 0.008334962087387487
S-838418 0.6883799332748222
S-462069 -2.029033621504958
S-967259 -0.04728000441233099
S-119608 0.8337478182141241
S-726816 1.2968030383472584
S-273430 -0.04726911068485551
S-724286 0.5218494078335186
S-204863 -0.9435905207530255
S-915063 0.001160624559618878
S-472718 0.16316216544074238
S-806013 -0.7100549845553799
S-908798 0.7969677361442876
S-896601 -0.7844979446430175
S-815272 0.7233503429968098
S-190711 -0.5689599323589686
S-146390 -0.7092551578588988
S-412923 -1.1420099532734387
S-999235 -0.0336465614382343
S-310850 -0.0011576319964120008
S-752798 -1.4382513731110182
S-605409 0.030748473932240894
S-405618 0.1966729459566607
S-770881 -0.5348349650756598
S-854835 -0.4103990077945888
S-591587 -0.379592956086368
S-418762 -0.072267891686072
S-152428 0.5922764010409011
S-129898 -0.05479333578115514
S-326810 -0.3344393241206541
S-629487 1.3672638638074779
S-835458 0.9898448175551884
S-464444 -0.763104574048086
S-575655 -1.361033372787667
S-691786 -0.9047506862051028
S-404556 -0.43674252606377373
S-713430 -2.2082404629068897
S-503480 0.6952891363693848
S-368701 0.7809213307727324
S-882510 0.6668268391222663
S-668131 -1.0387672492742102
S-593985 -1.440810750960447
S-107173 0.8298739686404917
S-221986 -1.408478672276142
S-445426 -0.6093866379242769
S-837862 -0.5871690592995771
S-508246 -0.823909076361004
S-404889 -0.8987853023140292
S-383635 -0.42428545498822445
S-955866 0.30686479936842626
S-512091 -0.5128376002804905
S-695272 -0.44939044794102334
S-829075 -2.030255133005985
S-472418 -1.4230692623191057
S-822081 0.6445037345097093
S-492553 -1.0755443201568413
S-161242 0.4939408673437793
S-347058 -1.0325074054833294
S-907403 0.50409552152893
S-478250 0.8879327438441842
S-329725 -1.2849930696923488
S-789517 0.41458118221038764
S-732896 -1.369427837258404
S-700341 -0.9616303222781842
S-506505 -2.7438414534991034
S-746179 0.9843517487985248
S-409297 -0.19450363442386198
S-808884 0.4833613909261323
S-462581 -0.8411030111080428
S-456868 -0.7561277658131236
S-156762 0.4520210845007936
S-814189 -0.0026011991810635238
S-377878 -1.750896483686517
S-271940 -2.4109160739018014
S-631683 -1.6854133390936492
S-741501 0.017383626055998913
S-207402 0.580691049013716
S-562242 -1.590304402088711
S-698942 -0.45175877413922505
S-795505 -0.7298461336583862
S-877339 2.013758195831096
S-991243 0.21808345728212136
S-668566 0.30554623377080625
S-350399 0.2529771657613512
S-158315 0.6234893168882858
S-485659 1.4184238140351622
S-357977 -0.03716270100755195
S-316351 -0.11075603579559698
S-757503 0.004036366204378361
S-266378 0.5364147585927411
S-329722 0.8225599024279913
S-345214 0.051277755534674396
S-178132 -0.8172760430806845
S-401403 1.2095699171072343
S-604578 0.4149835887912253
S-844631 -0.6268694639139661
S-364437 -1.7619859317078799
S-436663 0.990171076901155
S-921490 0.20918625973876318
S-197137 -2.0314886399802234
S-390687 0.8262463080005554
S-910093 1.6150163179473274
S-204103 -1.574156870211068
S-924518 -1.6224156038686421
S-267192 -0.7113675860003879
S-556164 0.7497239211493103
S-758523 -0.9404423242121533
S-570630 -1.5302886854372937
S-939500 -1.1846657161847391
S-953740 1.027788770509987
S-655864 -0.28963143114538026
S-326854 -0.6969455266773277
S-558889 -0.5372289768660781
S-382312 0.8711574068873561
S-340238 0.7246048800674527
S-501823 1.3989930587177262
S-985835 -0.18739364974987716
S-625814 1.1166088675766455
S-813894 -0.19155057121058658
S-630751 -1.1631993371891045
S-127244 -0.5897481104589466
S-676634 0.7629009129923174
S-803203 1.0467242896874371
S-713265 0.35322661295974256
S-841397 -0.09498211054704853
S-334876 0.4162527895451693
S-607159 1.0362329823538865
S-465407 1.5535390548987573
S-661630 1.6767672894949284
S-343403 2.0852127928589557
S-389532 -1.4332013378353845
S-737396 -1.1994861122580747
S-312821 0.8609991825350023
S-940391 -0.4784085046281987
S-125059 1.9738425789133935
S-903170 -0.8120700027904197
S-516766 -0.8354666454073538
S-371283 -1.033915894865831
S-464222 -0.3595654734076297
S-471158 0.543836158810438
S-695827 2.0706049188155613
S-690650 2.100268355174415
S-377289 -0.12106017912759359
S-478924 -0.4812484591456621
S-421631 -1.4074075462232267
S-249480 -0.016507688714593738
S-551158 -0.6741603172255407
S-903825 0.5221983018624021
S-443710 0.2075317169942646
S-708526 -0.2260350693111267
S-783950 1.2731031296785382
S-590139 1.610867829787343
S-181367 0.5466078835076906
S-409624 -1.1119942867382753
S-980817 0.6562814702876594
S-324229 0.07687030349514011
S-205200 -0.08637320013120914
S-410096 -0.1595788010257103
S-753811 -1.1335720631280086
S-857674 -0.836661353012244
S-988711 1.2152355675151543
S-362817 0.0989753147959008
S-486448 2.036262101593609
S-587062 -0.20551430765191195
S-869728 -1.2633843411461807
S-181732 -1.0506990166792431
S-575734 0.4444023022541075
S-510084 -0.39133350350860796
S-916221 -0.34230863053218685
S-929045 -0.6688602975021432
S-230986 -1.4407304571764599
S-927036 -1.728803194253918
S-388510 0.6108610052786778
S-855658 0.3629101861203242
S-165454 -0.022146300089603943
S-900192 0.14591953424610946
S-884086 0.8850486469562805
S-263481 0.3872989750674788
S-569069 -2.6788384819174293
S-780196 -0.4860472356189015
S-533810 0.01053607830585751
S-407435 -0.03396244761624747
S-135147 1.0077885990861
S-574935 -0.04222420511594249
S-820697 0.5816887493562245
S-256332 -0.2826104674516859
S-754398 1.0454180285250199
S-817433 0.24339831545039103
S-434895 0.2308136140075886
S-490277 0.3012900579856763
S-826554 -0.8574220403650716
S-705144 -0.7226624041198803
S-782518 -0.07538065114256123
S-651974 -0.04380065382538159
S-366616 0.22913372924107922
S-229646 -0.3122726247093348
S-107344 0.8418359589852493
S-759732 -0.3363638056684447
S-629988 -0.5883640236100216
S-114757 -0.0069305471651930906
S-209354 -0.2105632190606062
S-885349 -0.7556189038820059
S-824779 1.4137084131701747
S-832536 -0.1373361127764397
S-234933 0.22861691458308334
S-943525 0.6350805032824658
S-872932 -0.7665493943555837
S-956770 -1.2742748702850644
S-464514 -0.9851599151350647
S-359062 -0.16566000326546532
S-350841 0.2721993164539288
S-225758 -1.3346756359108936
S-739636 -1.3496587622770084
S-819782 0.09703761710274628
S-132818 -1.253097668850406
S-267472 0.368185663719893
S-948422 -0.12234133627886962
S-570013 -1.1622412906854418
S-958705 -2.2528905242293007
S-489282 -0.302176193432785
S-138229 1.1400364838803914
S-273107 -2.364361847507952
S-438289 -2.2731477460832807
S-552124 -0.7989448446428101
S-388506 -0.785248849491861
S-354580 -1.3968993167559272
S-349968 2.5775819192039746
S-197533 0.10353042593234824
S-141280 0.3347634488392072
S-340822 -0.31726362145077536
S-995687 2.360594151219718
S-718392 -0.816966190671622
S-779514 1.9204238950597556
S-319741 0.7666737120462769
S-431812 0.8586823422253671
S-735420 0.4327519030665121
S-438990 -1.0913489374318481
S-363124 -0.5590889081048288
S-578156 -0.6463711447565466
S-282045 0.07068936879742033
S-756655 0.0919480386033778
S-784259 0.25373329908810316
S-488981 -0.7055673731630856
S-967237 -0.42391702286849114
S-661781 0.13002512565011792
S-240743 -0.5146230932863328
S-187786 0.9916890669580453
S-135679 0.5330234043566233
S-863880 0.9402594751992365
S-525166 1.1918658791807406
S-857197 -1.2189357929859985
S-575738 -0.4392973954079055
S-654978 -0.6085986086678974
S-184419 1.2307205716517147
S-894314 1.667012038616761
S-721334 0.3763683300437054
S-223755 1.0591718081713126
S-649193 -1.2348659450885946
S-282392 -1.4951016635740155
S-551393 -1.5804847079175848
S-748124 0.7369984724456254
S-258823 0.2030040167436074
S-320684 -0.051245666678848334
S-316937 1.6418947969828528
S-850804 -2.3818651195185607
S-816536 0.7414189342597564
S-463095 1.5508098557039152
S-700828 -1.9054881324386634
S-468981 -0.676097610552924
S-509779 -0.07409754139547581
S-198750 -0.9859423458950728
S-232828 -0.5838729366602912
S-686000 -0.622088113985761
S-125336 0.811368477701409
S-412579 0.21940600798856083
S-679621 0.7224736215519896
S-874262 -0.05638014579752115
S-139933 1.0594577250423989
S-518341 -1.5772687577478923
S-340353 1.7149315882063787
S-103820 -1.02865692401343
S-437298 -0.10900493357652083
S-204849 0.6282035094193295
S-981584 -0.11020931717077197
S-935557 -0.7928106211178472
S-106423 2.8138726314154305
S-772370 -0.8686655685345639
S-643533 -0.7226017530060254
S-632243 2.2570880513659928
S-844692 0.04716703590368712
S-955885 1.0674424784418295
S-688996 0.9662027039403481
S-768719 -0.188644365550572
S-689641 1.1475610385952928
S-598280 -0.1954158699552441
S-231336 1.8672411419836048
S-327183 0.7185956891498569
S-638673 0.6303662876052019
S-642043 0.22268235447591506
S-759486 0.5160359365367089
S-837296 0.39430829360043246
S-374901 -0.047980874389142086
S-753839 1.197609616914452
S-158070 2.437991021314498
S-292785 0.5617308833301364
S-175215 0.6811290266377003
S-745167 0.38339413271331146
S-935765 -0.44615729887787686
S-403238 0.2743751640307365
S-808676 -0.6779677221809233
S-928117 -1.232539564480318
S-142449 -1.0593877277614236
S-956882 -1.3515441033421858
S-815943 0.21404351976788827
S-258039 -0.3810098488082718
S-760839 -0.21207649433862008
S-391212 0.5599042124017379
S-433670 1.1513936790098653
S-904649 -0.7840243782069027
S-109052 -0.6617759553436737
S-550583 0.10025584598105144
S-466288 0.017304071205320598
S-523864 -0.5031081002274512
S-555074 0.0901064034804342
S-129460 -1.6593567793067756
S-918849 -1.6846972258027118
S-650307 -1.2123196386783248
S-671723 0.5211012772250179
S-162866 -0.7487283316519048
S-182546 -0.9518473234959136
S-644293 0.14474810428558105
S-478949 -1.2815261195738774
S-336724 -0.533636643186146
S-243366 -1.6655340172960984
S-197590 -1.0423980014365335
S-361466 1.6141012784591744
S-877137 0.2621241996260195
S-833977 -0.16671738335168662
S-817308 -0.5823029180938556
S-943658 -0.8431736336278876
S-672388 1.9574057117487855
S-588823 2.3102796598600626
S-716301 -0.6238546823786607
S-568273 -1.2869476265894018
S-880547 2.1295333075582326
S-932477 0.9533482874375152
S-723989 -0.18244331701594463
S-461750 -1.063824423819696
S-921277 -0.1893750007663042
S-525910 -0.2372026997390254
S-419549 0.05286694485092213
S-254319 -0.4827821768048264
S-607234 -0.33174473376341906
S-942243 0.7802817781052366
S-997719 -1.0132471526212754
S-754544 -1.2996517745091705
S-515758 -0.46459688528379206
S-610466 -0.6562372760946995
S-640457 0.6590381069265704
S-925908 -0.8450574226770258
S-938250 0.6856777217538286
S-784617 -0.25851588559136607
